Name of Initiative,Organization Name,Location Name,Location 1,Street Address Line 1,Street Address Line 2,City,State,ZIP Code,Telephone Number,NPI,Category,Unique ID
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Hockomock Young Men'S Christian Association Inc.,Hockomock Young Mens Christian Asso,"219 Massapoag Ave  Sharon MA 02067 (42.094437, -71.174045)",219 Massapoag Ave,,Sharon,MA,02067,(781) 784-8000,1689815383,Community Setting,97
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Hockomock Young Men'S Christian Association Inc.,Hockomock Young Mens Christian Asso,"24 Elm St  North Attleboro MA 02760 (41.981713, -71.33168)",24 Elm St,,North Attleboro,MA,02760,(508) 699-0100,1689815383,Community Setting,98
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Hockomock Young Men'S Christian Association Inc.,Hockomock Young Mens Christian Asso,"255 Hope St  Mansfield MA 02048 (42.033909, -71.209805)",255 Hope St,,Mansfield,MA,02048,(508) 261-7368,1689815383,Community Setting,99
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Hockomock Young Men'S Christian Association Inc.,Hockomock Young Mens Christian Asso,"28 Medway Br  Norfolk MA 02056 (42.125298, -71.336387)",28 Medway Br,,Norfolk,MA,02056,(508) 528-4430,1689815383,Community Setting,100
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Hockomock Young Men'S Christian Association Inc.,Hockomock Young Mens Christian Asso,"300 Elmwood St  North Attleboro MA 02760 (41.99958, -71.319816)",300 Elmwood St,,North Attleboro,MA,02760,(508) 695-7001,1689815383,Administrative Location,101
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Hockomock Young Men'S Christian Association Inc.,Hockomock Young Mens Christian Asso,"4 Valente Dr  Westborough MA 01581 (42.280001, -71.664452)",4 Valente Dr,,Westborough,MA,01581,(508) 870-1320,1689815383,Community Setting,102
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Hockomock Young Men'S Christian Association Inc.,Hockomock Young Mens Christian Asso,"40 Balcom St  Mansfield MA 02048 (41.998075, -71.247174)",40 Balcom St,,Mansfield,MA,02048,(774) 571-8029,1689815383,Administrative Location,103
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Hockomock Young Men'S Christian Association Inc.,Hockomock Young Mens Christian Asso,"40 Blackstone St  Bellingham MA 02019 (42.077318, -71.4663)",40 Blackstone St,,Bellingham,MA,02019,(508) 966-0398,1689815383,Community Setting,104
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Hockomock Young Men'S Christian Association Inc.,Hockomock Young Mens Christian Asso,"400 Taunton St  Wrentham MA 02093 (42.052586, -71.327384)",400 Taunton St,,Wrentham,MA,02093,(508) 384-5425,1689815383,Community Setting,105
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Hockomock Young Men'S Christian Association Inc.,Hockomock Young Mens Christian Asso,"43 Hope St  Hopedale MA 01747 (42.130162, -71.539938)",43 Hope St,,Hopedale,MA,01747,(508) 634-2208,1689815383,Community Setting,106
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Hockomock Young Men'S Christian Association Inc.,Hockomock Young Mens Christian Asso,"45 Forge Hill Rd  Franklin MA 02038 (42.078165, -71.434453)",45 Forge Hill Rd,,Franklin,MA,02038,(508) 528-8708,1689815383,Administrative Location,107
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Hockomock Young Men'S Christian Association Inc.,Hockomock Young Mens Christian Asso,"60 Main St  Whitinsville MA 01588 (42.110661, -71.667405)",60 Main St,,Whitinsville,MA,01588,(508) 234-8184,1689815383,Community Setting,108
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Hockomock Young Men'S Christian Association Inc.,Hockomock Young Mens Christian Asso,"60 N Bow St  Milford MA 01757 (42.14097, -71.515258)",60 N Bow St,,Milford,MA,01757,(508) 473-8334,1689815383,Community Setting,109
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Hockomock Young Men'S Christian Association Inc.,Hockomock Young Mens Christian Asso,"62 Providence St  Mendon MA 01756 (42.097008, -71.539188)",62 Providence St,,Mendon,MA,01756,(508) 478-6175,1689815383,Community Setting,110
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Hockomock Young Men'S Christian Association Inc.,Hockomock Young Mens Christian Asso,"67 Mechanic St  Foxboro MA 02035 (42.06809, -71.24211)",67 Mechanic St,,Foxboro,MA,02035,(774) 571-8029,1689815383,Administrative Location,111
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Hockomock Young Men'S Christian Association Inc.,Hockomock Young Mens Christian Asso,"75 Central St  Foxborough MA 02035 (42.061883, -71.248198)",75 Central St,,Foxborough,MA,02035,(508) 543-1252,1689815383,Community Setting,112
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Hockomock Young Men'S Christian Association Inc.,Hockomock Young Mens Christian Asso,"75 Shore Dr  Worcester MA 01605 (42.304601, -71.816999)",75 Shore Dr,,Worcester,MA,01605,(508) 852-6694,1689815383,Community Setting,113
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Hockomock Young Men'S Christian Association Inc.,Hockomock Young Mens Christian Asso,"76 Oakland St  Medway MA 02053 (42.150701, -71.391581)",76 Oakland St,,Medway,MA,02053,(508) 533-3210,1689815383,Community Setting,114
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Hockomock Young Men'S Christian Association Inc.,Hockomock Young Mens Christian Asso,"766 Main St  Worcester MA 01610 (42.257553, -71.809688)",766 Main St,,Worcester,MA,01610,(508) 755-6101,1689815383,Community Setting,115
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Hockomock Young Men'S Christian Association Inc.,Hockomock Young Mens Christian Asso,"9 School St  Plainville MA 02762 (42.005864, -71.335346)",9 School St,,Plainville,MA,02762,(508) 699-7384,1689815383,Community Setting,116
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Hockomock Young Men'S Christian Association Inc.,Hockomock Young Mens Christian Asso,"900 Main St  Millis MA 02054 (42.166245, -71.358632)",900 Main St,,Millis,MA,02054,(508) 376-7051,1689815383,Community Setting,117
Medicare Diabetes Prevention Program (MDPP) Expanded Model,The Young Men'S Christian Association Of Metropolitan Denver,Arvada Covenant Church,"5555 Ward Rd  Arvada CO 80002 (39.796332, -105.139432)",5555 Ward Rd,,Arvada,CO,80002,(720) 524-2747,1770032641,Community Setting,118
Medicare Diabetes Prevention Program (MDPP) Expanded Model,The Young Men'S Christian Association Of Metropolitan Denver,Brighton Crossings,"5225 Longs Peak St  Brighton CO 80601 (39.994536, -104.747802)",5225 Longs Peak St,,Brighton,CO,80601,(720) 643-5818,1770032641,Community Setting,119
Medicare Diabetes Prevention Program (MDPP) Expanded Model,The Young Men'S Christian Association Of Metropolitan Denver,Club At Fairway Villas,"5223 Espana St  Denver CO 80249 (39.791374, -104.758147)",5223 Espana St,,Denver,CO,80249,(303) 307-4719,1770032641,Community Setting,120
Medicare Diabetes Prevention Program (MDPP) Expanded Model,The Young Men'S Christian Association Of Metropolitan Denver,Downtown Denver Ymca,"25 E 16th Ave # B Denver CO 80202 (39.74192, -104.986624)",25 E 16th Ave,# B,Denver,CO,80202,(720) 524-2747,1770032641,Community Setting,121
Medicare Diabetes Prevention Program (MDPP) Expanded Model,The Young Men'S Christian Association Of Metropolitan Denver,Heather Gardens,"2888 S Heather Gardens Way  Aurora CO 80014 (39.660945, -104.833403)",2888 S Heather Gardens Way,,Aurora,CO,80014,(720) 524-2747,1770032641,Community Setting,122
Medicare Diabetes Prevention Program (MDPP) Expanded Model,The Young Men'S Christian Association Of Metropolitan Denver,Lifesource Adventist Fellowship,"6200 W Hampden Ave  Denver CO 80227 (39.652441, -105.063998)",6200 W Hampden Ave,,Denver,CO,80227,(720) 524-2747,1770032641,Community Setting,123
Medicare Diabetes Prevention Program (MDPP) Expanded Model,The Young Men'S Christian Association Of Metropolitan Denver,Littleton Ymca,"11 W Dry Creek Ct  Littleton CO 80120 (39.579506, -104.989158)",11 W Dry Creek Ct,,Littleton,CO,80120,(720) 524-2747,1770032641,Community Setting,124
Medicare Diabetes Prevention Program (MDPP) Expanded Model,The Young Men'S Christian Association Of Metropolitan Denver,Malley Senior Recreation Center,"3380 S Lincoln St  Englewood CO 80113 (39.655449, -104.986094)",3380 S Lincoln St,,Englewood,CO,80113,(720) 524-2747,1770032641,Community Setting,125
Medicare Diabetes Prevention Program (MDPP) Expanded Model,The Young Men'S Christian Association Of Metropolitan Denver,Metro Caring,"1100 E 18th Ave  Denver CO 80218 (39.744719, -104.973235)",1100 E 18th Ave,,Denver,CO,80218,(720) 524-2747,1770032641,Community Setting,126
Medicare Diabetes Prevention Program (MDPP) Expanded Model,The Young Men'S Christian Association Of Metropolitan Denver,Parker Senior Center,"10675 Longs Way  Parker CO 80138 (39.522749, -104.762745)",10675 Longs Way,,Parker,CO,80138,(720) 524-2747,1770032641,Community Setting,127
Medicare Diabetes Prevention Program (MDPP) Expanded Model,The Young Men'S Christian Association Of Metropolitan Denver,Pueblo Ymca,"3200 E Spaulding Ave  Pueblo CO 81008 (38.303546, -104.657913)",3200 E Spaulding Ave,,Pueblo,CO,81008,(720) 524-2747,1770032641,Community Setting,128
Medicare Diabetes Prevention Program (MDPP) Expanded Model,The Young Men'S Christian Association Of Metropolitan Denver,Residences At Franklin Park,"1535 N Franklin St  Denver CO 80218 (39.740707, -104.96886)",1535 N Franklin St,,Denver,CO,80218,(720) 524-2747,1770032641,Community Setting,129
Medicare Diabetes Prevention Program (MDPP) Expanded Model,The Young Men'S Christian Association Of Metropolitan Denver,Rocky Mountain Primary Care,"8585 W 14th Ave Ste B-2  Lakewood CO 80215 (39.738868, -105.092672)",8585 W 14th Ave Ste B-2,,Lakewood,CO,80215,(720) 524-2747,1770032641,Community Setting,130
Medicare Diabetes Prevention Program (MDPP) Expanded Model,The Young Men'S Christian Association Of Metropolitan Denver,Schlessman Family Ymca,"3901 E Yale Ave  Denver CO 80210 (39.667558, -104.941773)",3901 E Yale Ave,,Denver,CO,80210,(720) 524-2747,1770032641,Community Setting,131
Medicare Diabetes Prevention Program (MDPP) Expanded Model,The Young Men'S Christian Association Of Metropolitan Denver,Southwest Ymca,"5181 W Kenyon Ave  Denver CO 80236 (39.651373, -105.05185)",5181 W Kenyon Ave,,Denver,CO,80236,(720) 524-2747,1770032641,Community Setting,132
Medicare Diabetes Prevention Program (MDPP) Expanded Model,The Young Men'S Christian Association Of Metropolitan Denver,Susan M Duncan Family Ymca,"6350 Eldridge St  Arvada CO 80004 (39.811963, -105.155272)",6350 Eldridge St,,Arvada,CO,80004,(720) 524-2747,1770032641,Community Setting,133
Medicare Diabetes Prevention Program (MDPP) Expanded Model,The Young Men'S Christian Association Of Metropolitan Denver,Tepeyac Community Health Center,"5075 Lincoln St  Denver CO 80216 (39.788776, -104.986542)",5075 Lincoln St,,Denver,CO,80216,(303) 458-5302,1770032641,Community Setting,134
Medicare Diabetes Prevention Program (MDPP) Expanded Model,The Young Men'S Christian Association Of Metropolitan Denver,The Young Men'S Christian Association Of Metropolitan Denver,"2625 S Colorado Blvd  Denver CO 80222 (39.668886, -104.941033)",2625 S Colorado Blvd,,Denver,CO,80222,(720) 524-2700,1770032641,Community Setting,135
Medicare Diabetes Prevention Program (MDPP) Expanded Model,The Young Men'S Christian Association Of Metropolitan Denver,The Young Men'S Christian Association Of Metropolitan Denver,"6100 S Kewaunee Way  Aurora CO 80016 (39.606471, -104.691259)",6100 S Kewaunee Way,,Aurora,CO,80016,(720) 524-2700,1770032641,Community Setting,136
Medicare Diabetes Prevention Program (MDPP) Expanded Model,The Young Men'S Christian Association Of Metropolitan Denver,Wind Crest Senior Living Community,"3235 Mill Vista Rd  Highlands Ranch CO 80129 (39.560379, -105.030911)",3235 Mill Vista Rd,,Highlands Ranch,CO,80129,(303) 798-3100,1770032641,Community Setting,137
Medicare Diabetes Prevention Program (MDPP) Expanded Model,The Young Men'S Christian Association Of Metropolitan Denver,Ymca Of Metropolitan Denver,"2625 S Colorado Blvd  Denver CO 80222 (39.668886, -104.941033)",2625 S Colorado Blvd,,Denver,CO,80222,(720) 524-2747,1770032641,Administrative Location,138
Medicare Diabetes Prevention Program (MDPP) Expanded Model,"Duncan Regional Hospital, Inc","Duncan Regional Hospital, Inc.","2621 N Whisenant Dr  Duncan OK 73533 (34.519471, -97.975328)",2621 N Whisenant Dr,,Duncan,OK,73533,(580) 252-5300,1851396394,Administrative Location,139
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Chinese Hospital Association,Chinese Hospital Association,"386 Gellert Blvd  Daly City CA 94015 (37.665455, -122.469464)",386 Gellert Blvd,,Daly City,CA,94015,(650) 761-3500,1164458402,Administrative Location,140
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Chinese Hospital Association,Chinese Hospital Association,"845 Jackson St  San Francisco CA 94133 (37.795473, -122.408982)",845 Jackson St,,San Francisco,CA,94133,(415) 677-2370,1164458402,Administrative Location,141
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Chinese Hospital Association,Chinese Hospital Association,"888 Paris St Ste 202 San Francisco CA 94112 (37.716011, -122.439438)",888 Paris St,Ste 202,San Francisco,CA,94112,(415) 677-2488,1164458402,Administrative Location,142
Medicare Diabetes Prevention Program (MDPP) Expanded Model,The J. Moss Foundation,The J. Moss Foundation,"10089 Willow Creek Rd Ste 200 San Diego CA 92131 (32.9008, -117.109442)",10089 Willow Creek Rd,Ste 200,San Diego,CA,92131,(619) 793-2002,1013363522,Administrative Location,143
Medicare Diabetes Prevention Program (MDPP) Expanded Model,The J. Moss Foundation,The J. Moss Foundation,"1636 E Mission Rd  Fallbrook CA 92028 (33.388928, -117.229032)",1636 E Mission Rd,,Fallbrook,CA,92028,(760) 731-9187,1013363522,Community Setting,144
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Central Montana Medical Facilities Inc,Central Montana Medical Facilities Inc,"408 Wendell Ave  Lewistown MT 59457 (47.059038, -109.444557)",408 Wendell Ave,,Lewistown,MT,59457,(406) 535-7711,1790798387,Administrative Location,145
Medicare Diabetes Prevention Program (MDPP) Expanded Model,County Of Beaufort,Beaufort County Health Dept,"1436 Highland Dr  Washington NC 27889 (35.553877, -77.031767)",1436 Highland Dr,,Washington,NC,27889,(252) 946-1902,1679576763,Administrative Location,146
Medicare Diabetes Prevention Program (MDPP) Expanded Model,National Kidney Foundation Of Michigan Inc,National Kidney Mi Inc,"1169 Oak Valley Dr  Ann Arbor MI 48108 (42.233703, -83.752167)",1169 Oak Valley Dr,,Ann Arbor,MI,48108,(734) 222-9800,1932446721,Administrative Location,147
Medicare Diabetes Prevention Program (MDPP) Expanded Model,National Kidney Foundation Of Michigan Inc,National Kidney Mi Inc,"1345 Monroe Ave Nw Ste 140 Grand Rapids MI 49505 (42.987466, -85.671296)",1345 Monroe Ave Nw,Ste 140,Grand Rapids,MI,49505,(616) 458-9520,1932446721,Community Setting,148
Medicare Diabetes Prevention Program (MDPP) Expanded Model,National Kidney Foundation Of Michigan Inc,National Kidney Mi Inc,"7800 W Outer Dr Ste 203 Detroit MI 48235 (42.420314, -83.214686)",7800 W Outer Dr,Ste 203,Detroit,MI,48235,(734) 222-9800,1932446721,Community Setting,149
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Christiana Care Health Services Inc,Christiana Care Health Services Inc,"3301 Lancaster Pike  Wilmington DE 19805 (39.753882, -75.58976)",3301 Lancaster Pike,,Wilmington,DE,19805,(302) 623-3439,1770568107,Administrative Location,150
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Christiana Care Health Services Inc,Christiana Care Health Services Inc,"3506 Kennett Pike  Wilmington DE 19807 (39.769225, -75.589843)",3506 Kennett Pike,,Wilmington,DE,19807,(302) 623-3439,1770568107,Administrative Location,151
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Christiana Care Health Services Inc,Christiana Care Health Services Inc,"4755 Ogletown Stanton Rd  Newark DE 19718 (39.687925, -75.66797)",4755 Ogletown Stanton Rd,,Newark,DE,19718,(302) 661-3439,1770568107,Administrative Location,152
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Christiana Care Health Services Inc,Christiana Care Health Services Inc,"501 W 14th St  Wilmington DE 19801 (39.751534, -75.549781)",501 W 14th St,,Wilmington,DE,19801,(302) 661-3439,1770568107,Administrative Location,153
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Floyd Healthcare Management Inc,Floyd Healthcare Management Inc,"330 Turner Mccall Blvd Sw Ste 306 Rome GA 30165 (34.259547, -85.177453)",330 Turner Mccall Blvd Sw,Ste 306,Rome,GA,30165,(706) 509-6834,1154377166,Administrative Location,154
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Baptist Healthcare System Inc,Baptist Health Louisville,"4000 Kresge Way  Louisville KY 40207 (38.238075, -85.638642)",4000 Kresge Way,,Louisville,KY,40207,(502) 897-8831,1538244918,Administrative Location,155
